EPISODE,WINS,LOSSES,DRAWS,EXPLORATION RATE,LEARNING RATE,Q-TABLE SIZE
35000,438,442,120,0.93191275,0.2869905226216863,31625
36000,445,420,135,0.9300030399999999,0.28662223902245537,31695
37000,446,433,121,0.9280953099999999,0.28625414639218505,31757
38000,442,445,113,0.92618956,0.28588624483000274,31811
39000,434,443,123,0.9242857899999999,0.2855185344351905,31851
40000,448,428,124,0.922384,0.28515101530718506,31885
41000,447,432,121,0.9204841899999999,0.28478368754557887,31928
42000,425,440,135,0.9185863599999999,0.2844165512501197,31965
43000,456,427,117,0.9166905099999999,0.28404960652071176,31991
44000,456,423,121,0.9147966399999999,0.2836828534574156,32024
45000,448,422,130,0.9129047499999999,0.283316292160449,32048
46000,438,448,114,0.9110148399999999,0.28294992273018676,32076
47000,442,425,133,0.9091269099999999,0.2825837452671618,32095
48000,437,436,127,0.9072409599999999,0.2822177598720649,32122
49000,433,441,126,0.9053569899999999,0.28185196664574574,32131
50000,451,430,119,0.9034749999999999,0.28148636568921287,32143
51000,449,422,129,0.9015949899999999,0.2811209571036344,32164
52000,429,431,140,0.8997169599999999,0.28075574099033807,32178
53000,426,467,107,0.8978409099999999,0.28039071745081223,32195
54000,456,405,139,0.8959668399999999,0.2800258865867057,32202
55000,449,443,108,0.8940947499999999,0.27966124849982854,32212
56000,430,448,122,0.8922246399999999,0.27929680329215234,32220
57000,451,440,109,0.8903565099999999,0.2789325510658106,32229
58000,426,444,130,0.8884903599999999,0.27856849192309946,32238
59000,449,427,124,0.8866261900000001,0.27820462596647777,32247
60000,441,442,117,0.884764,0.27784095329856745,32254
61000,452,431,117,0.8829037900000001,0.27747747402215456,32264
62000,436,435,129,0.8810455599999999,0.27711418824018896,32274
63000,440,420,140,0.8791893100000001,0.2767510960557854,32281
64000,440,439,121,0.8773350399999998,0.27638819757222327,32288
65000,408,479,113,0.8754827500000001,0.2760254928929478,32292
66000,463,419,118,0.87363244,0.2756629821215699,32297
67000,432,439,129,0.8717841100000001,0.2753006653618671,32301
68000,455,418,127,0.8699377599999999,0.27493854271778323,32304
69000,425,438,137,0.8680933900000001,0.27457661429342994,32306
70000,432,439,129,0.8662509999999999,0.2742148801930862,32307
71000,454,426,120,0.8644105900000001,0.2738533405211993,32311
72000,436,460,104,0.86257216,0.273491995382385,32313
73000,440,446,114,0.8607357100000002,0.2731308448814283,32315
74000,425,448,127,0.8589012400000001,0.2727698891232835,32315
75000,442,438,120,0.85706875,0.27240912821307495,32316
76000,426,462,112,0.85523824,0.2720485622560975,32316
77000,430,442,128,0.8534097100000001,0.2716881913578168,32316
78000,439,441,120,0.8515831600000001,0.27132801562386993,32316
79000,429,463,108,0.84975859,0.2709680351600656,32318
80000,436,459,105,0.847936,0.2706082500723851,32319
81000,420,466,114,0.8461153900000001,0.2702486604669822,32320
82000,447,432,121,0.84429676,0.26988926645018396,32320
83000,416,470,114,0.8424801100000001,0.26953006812849123,32322
84000,432,453,115,0.84066544,0.2691710656085789,32323
85000,459,424,117,0.8388527500000001,0.2688122589972966,32324
86000,435,445,120,0.83704204,0.26845364840166897,32324
87000,449,438,113,0.8352333100000001,0.26809523392889634,32325
88000,408,456,136,0.83342656,0.267737015686355,32326
89000,421,474,105,0.83162179,0.26737899378159796,32326
90000,445,441,114,0.8298190000000001,0.2670211683223552,32326
91000,440,443,117,0.8280181900000001,0.26666353941653403,32326
92000,459,448,93,0.8262193600000001,0.2663061071722202,32326
93000,446,448,106,0.8244225100000001,0.26594887169767756,32326
94000,440,445,115,0.82262764,0.2655918331013492,32326
95000,453,435,112,0.8208347500000001,0.2652349914918576,32326
96000,463,438,99,0.8190438400000001,0.2648783469780052,32328
97000,469,415,116,0.8172549100000001,0.2645218996687751,32328
98000,420,469,111,0.81546796,0.26416564967333117,32328
99000,442,445,113,0.81368299,0.26380959710101887,32328
100000,442,433,125,0.8119000000000001,0.2634537420613656,32328
101000,453,433,114,0.8101189900000001,0.2630980846640814,32328
102000,431,443,126,0.80833996,0.26274262501905915,32328
103000,451,452,97,0.80656291,0.26238736323637524,32328
104000,441,463,96,0.80478784,0.26203229942629025,32328
105000,441,441,118,0.80301475,0.2616774336992491,32328
106000,460,422,118,0.80124364,0.2613227661658819,32328
107000,424,467,109,0.79947451,0.26096829693700424,32328
108000,422,457,121,0.7977073600000001,0.2606140261236179,32328
109000,437,440,123,0.7959421900000001,0.26025995383691114,32328
110000,438,441,121,0.7941790000000001,0.25990608018825945,32330
111000,445,429,126,0.79241779,0.2595524052892259,32330
112000,444,433,123,0.79065856,0.2591989292515619,32330
113000,407,462,131,0.7889013100000001,0.2588456521872074,32330
114000,421,465,114,0.78714604,0.25849257420829164,32330
115000,458,428,114,0.7853927500000001,0.2581396954271338,32331
116000,435,453,112,0.78364144,0.25778701595624304,32331
117000,453,421,126,0.7818921099999999,0.2574345359083198,32332
118000,457,431,112,0.7801447600000001,0.2570822553962555,32332
119000,427,460,113,0.77839939,0.2567301745331339,32333
120000,436,444,120,0.776656,0.2563782934322309,32333
121000,463,424,113,0.7749145900000001,0.2560266122070156,32333
122000,437,424,139,0.77317516,0.25567513097115074,32333
123000,450,449,101,0.7714377099999999,0.25532384983849293,32333
124000,434,446,120,0.76970224,0.2549727689230938,32333
125000,430,451,119,0.76796875,0.2546218883391999,32333
126000,450,435,115,0.76623724,0.2542712082012539,32333
127000,451,426,123,0.76450771,0.2539207286238944,32333
128000,420,472,108,0.7627801599999999,0.2535704497219574,32333
129000,446,432,122,0.76105459,0.2532203716104761,32333
130000,452,446,102,0.759331,0.25287049440468173,32333
131000,446,428,126,0.7576093899999999,0.2525208182200042,32333
132000,443,436,121,0.75588976,0.25217134317207274,32333
133000,450,438,112,0.75417211,0.2518220693767161,32333
134000,447,442,111,0.75245644,0.2514729969499635,32333
135000,437,435,128,0.75074275,0.25112412600804507,32333
136000,443,445,112,0.74903104,0.2507754566673925,32333
137000,444,448,108,0.74732131,0.2504269890446394,32333
138000,441,451,108,0.7456135599999999,0.25007872325662217,32333
139000,450,442,108,0.74390779,0.24973065942038042,32333
140000,451,438,111,0.742204,0.24938279765315763,32333
141000,442,456,102,0.7405021900000001,0.24903513807240168,32333
142000,447,439,114,0.7388023599999999,0.24868768079576548,32333
143000,446,442,112,0.73710451,0.2483404259411076,32333
144000,441,465,94,0.73540864,0.24799337362649287,32333
145000,445,421,134,0.73371475,0.24764652397019282,32333
146000,431,458,111,0.73202284,0.24729987709068652,32333
147000,451,439,110,0.73033291,0.246953433106661,32333
148000,449,438,113,0.72864496,0.2466071921370121,32333
149000,453,442,105,0.72695899,0.24626115430084478,32333
150000,460,426,114,0.7252749999999999,0.24591531971747382,32333
151000,438,444,118,0.7235929899999999,0.24556968850642474,32333
152000,435,439,126,0.7219129599999999,0.24522426078743387,32333
153000,423,459,118,0.72023491,0.24487903668044952,32333
154000,447,452,101,0.7185588399999999,0.24453401630563226,32333
155000,432,453,115,0.71688475,0.24418919978335563,32333
156000,443,431,126,0.71521264,0.24384458723420677,32333
157000,457,415,128,0.71354251,0.24350017877898716,32333
158000,440,444,116,0.7118743599999999,0.24315597453871313,32333
159000,473,422,105,0.7102081899999999,0.2428119746346165,32333
160000,430,453,117,0.708544,0.24246817918814528,32333
161000,429,435,136,0.70688179,0.24212458832096428,32333
162000,437,451,112,0.70522156,0.24178120215495574,32334
163000,444,425,131,0.70356331,0.24143802081222004,32334
164000,417,462,121,0.7019070399999999,0.24109504441507634,32334
165000,429,449,122,0.70025275,0.24075227308606312,32334
166000,441,436,123,0.69860044,0.24040970694793895,32334
167000,439,444,117,0.69695011,0.2400673461236832,32334
168000,443,433,124,0.69530176,0.23972519073649656,32334
169000,439,444,117,0.69365539,0.23938324090980173,32334
170000,440,435,125,0.6920109999999999,0.23904149676724418,32334
171000,424,443,133,0.6903685899999998,0.23869995843269282,32334
172000,423,453,124,0.68872816,0.23835862603024055,32334
173000,477,420,103,0.6870897099999999,0.23801749968420494,32334
174000,429,459,112,0.6854532400000001,0.23767657951912918,32334
175000,415,466,119,0.6838187499999999,0.23733586565978226,32334
176000,424,462,114,0.6821862400000002,0.2369953582311604,32334
177000,414,460,126,0.6805557099999999,0.2366550573584868,32334
178000,444,433,123,0.6789271600000001,0.23631496316721318,32334
179000,429,447,124,0.6773005899999999,0.2359750757830199,32334
180000,459,420,121,0.6756760000000002,0.23563539533181704,32334
181000,435,440,125,0.67405339,0.2352959219397448,32334
182000,453,426,121,0.6724327600000001,0.23495665573317442,32334
183000,437,440,123,0.6708141099999999,0.23461759683870875,32334
184000,446,438,116,0.6691974400000001,0.23427874538318305,32334
185000,434,442,124,0.66758275,0.23394010149366556,32334
186000,444,437,119,0.66597004,0.23360166529745857,32334
187000,441,432,127,0.6643593099999999,0.23326343692209855,32334
188000,454,425,121,0.66275056,0.23292541649535747,32334
189000,442,443,115,0.6611437899999999,0.2325876041452431,32334
190000,431,447,122,0.6595390000000001,0.23225,32334
191000,438,450,112,0.6579361899999999,0.23191260418811005,32334
192000,454,440,106,0.6563353600000001,0.2315754168382934,32334
193000,415,431,154,0.6547365099999999,0.23123843807950895,32334
194000,422,456,122,0.6531396400000001,0.23090166804095535,32334
195000,449,433,118,0.6515447499999999,0.2305651068520715,32334
196000,431,443,126,0.6499518400000001,0.23022875464253756,32334
197000,442,412,146,0.6483609099999998,0.22989261154227542,32334
198000,428,452,120,0.6467719600000001,0.22955667768144966,32334
199000,431,453,116,0.6451849899999998,0.2292209531904682,32334
200000,449,441,110,0.6436000000000002,0.2288854381999832,32334
201000,424,437,139,0.6420169899999999,0.22855013284089148,32334
202000,462,420,118,0.64043596,0.22821503724433584,32334
203000,419,437,144,0.6388569099999999,0.22788015154170516,32334
204000,456,444,100,0.63727984,0.22754547586463592,32334
205000,438,435,127,0.63570475,0.22721101034501218,32334
206000,427,461,112,0.6341316400000001,0.22687675511496702,32334
207000,457,424,119,0.6325605100000001,0.226542710306883,32334
208000,445,418,137,0.63099136,0.22620887605339296,32334
209000,418,459,123,0.62942419,0.225875252487381,32334
210000,471,407,122,0.6278590000000001,0.22554183974198289,32334
211000,425,456,119,0.6262957900000001,0.22520863795058738,32334
212000,444,443,113,0.62473456,0.2248756472468365,32334
213000,436,444,120,0.62317531,0.22454286776462684,32334
214000,446,432,122,0.62161804,0.2242102996381098,32334
215000,427,448,125,0.62006275,0.223877943001693,32334
216000,457,421,122,0.6185094400000001,0.22354579799004065,32334
217000,419,450,131,0.61695811,0.22321386473807459,32334
218000,450,440,110,0.6154087600000001,0.222882143380975,32334
219000,454,426,120,0.6138613900000001,0.22255063405418135,32334
220000,440,447,113,0.6123160000000001,0.22221933689339302,32334
221000,399,467,134,0.6107725900000001,0.2218882520345704,32334
222000,430,445,125,0.60923116,0.22155737961393557,32334
223000,485,379,136,0.6076917100000001,0.22122671976797315,32334
224000,429,448,123,0.6061542400000001,0.2208962726334311,32334
225000,437,453,110,0.6046187500000001,0.22056603834732164,32334
226000,421,457,122,0.6030852400000001,0.22023601704692225,32334
227000,444,423,133,0.60155371,0.2199062088697762,32334
228000,449,430,121,0.60002416,0.21957661395369354,32334
229000,446,415,139,0.59849659,0.21924723243675215,32334
230000,410,448,142,0.596971,0.21891806445729833,32334
231000,422,452,126,0.59544739,0.218589110153948,32334
232000,428,449,123,0.59392576,0.21826036966558704,32334
233000,441,434,125,0.5924061100000001,0.21793184313137282,32334
234000,440,440,120,0.5908884400000001,0.21760353069073457,32334
235000,453,435,112,0.58937275,0.21727543248337455,32334
236000,419,452,129,0.58785904,0.2169475486492689,32334
237000,435,458,107,0.5863473100000001,0.21661987932866833,32334
238000,452,431,117,0.5848375600000001,0.21629242466209941,32334
239000,461,431,108,0.58332979,0.21596518479036497,32334
240000,419,468,113,0.581824,0.2156381598545456,32334
241000,439,435,126,0.58032019,0.215311349996,32334
242000,432,425,143,0.57881836,0.2149847553563662,32334
243000,418,459,123,0.57731851,0.2146583760775625,32334
244000,422,439,139,0.57582064,0.21433221230178823,32334
245000,459,409,132,0.57432475,0.21400626417152485,32334
246000,417,462,121,0.5728308400000001,0.21368053182953678,32334
247000,389,464,147,0.57133891,0.2133550154188723,32334
248000,436,444,120,0.56984896,0.21302971508286456,32334
249000,444,423,133,0.56836099,0.21270463096513265,32334
250000,461,411,128,0.566875,0.21237976320958224,32334
251000,463,394,143,0.5653909899999999,0.21205511196040683,32334
252000,451,406,143,0.56390896,0.21173067736208862,32334
253000,421,444,135,0.56242891,0.2114064595593993,32334
254000,437,444,119,0.5609508400000001,0.21108245869740133,32334
255000,446,424,130,0.55947475,0.21075867492144862,32334
256000,440,439,121,0.55800064,0.21043510837718782,32334
257000,448,425,127,0.55652851,0.2101117592105589,32334
258000,439,424,137,0.55505836,0.2097886275677966,32334
259000,409,444,147,0.5535901900000001,0.20946571359543092,32334
260000,430,405,165,0.552124,0.20914301744028857,32334
261000,431,423,146,0.55065979,0.2088205392494938,32334
262000,438,437,125,0.54919756,0.2084982791704692,32334
263000,447,423,130,0.54773731,0.20817623735093715,32334
264000,417,436,147,0.5462790399999999,0.2078544139389203,32334
265000,422,440,138,0.5448227499999999,0.20753280908274313,32334
266000,450,394,156,0.5433684400000001,0.20721142293103256,32334
267000,418,445,137,0.5419161100000001,0.2068902556327193,32334
268000,435,455,110,0.54046576,0.20656930733703843,32334
269000,433,422,145,0.5390173899999999,0.2062485781935311,32334
270000,422,446,132,0.5375709999999999,0.20592806835204497,32334
271000,441,407,152,0.53612659,0.20560777796273555,32334
272000,409,462,129,0.53468416,0.2052877071760672,32334
273000,444,424,132,0.5332437099999999,0.20496785614281432,32334
274000,432,441,127,0.53180524,0.20464822501406216,32334
275000,451,420,129,0.53036875,0.204328813941208,32334
276000,432,432,136,0.52893424,0.20400962307596238,32334
277000,444,424,132,0.52750171,0.2036906525703499,32334
278000,426,463,111,0.52607116,0.20337190257671056,32334
279000,458,415,127,0.52464259,0.20305337324770073,32334
280000,437,427,136,0.523216,0.20273506473629427,32334
281000,411,465,124,0.52179139,0.20241697719578355,32334
282000,425,429,146,0.52036876,0.2020991107797807,32334
283000,425,430,145,0.5189481100000002,0.20178146564221866,32334
284000,455,417,128,0.51752944,0.20146404193735223,32334
285000,458,426,116,0.5161127500000001,0.2011468398197594,32334
286000,422,427,151,0.51469804,0.20082985944434212,32334
287000,441,404,155,0.5132853100000001,0.20051310096632785,32334
288000,411,435,154,0.51187456,0.20019656454127038,32334
289000,417,448,135,0.5104657900000001,0.1998802503250512,32334
290000,430,442,128,0.5090589999999999,0.19956415847388037,32334
291000,436,422,142,0.5076541900000001,0.1992482891442981,32334
292000,424,445,131,0.5062513599999999,0.19893264249317538,32334
293000,418,432,150,0.50485051,0.1986172186777158,32334
294000,402,450,148,0.5034516399999999,0.19830201785545604,32334
295000,424,445,131,0.5020547500000001,0.1979870401842675,32334
296000,443,411,146,0.50065984,0.19767228582235735,32334
297000,424,435,141,0.4992669100000001,0.19735775492826974,32334
298000,438,413,149,0.49787595999999995,0.19704344766088694,32334
299000,440,417,143,0.4964869900000001,0.1967293641794307,32334
300000,417,445,138,0.49509999999999993,0.1964155046434632,32334
301000,431,429,140,0.49371499000000013,0.19610186921288858,32334
302000,417,436,147,0.4923319599999999,0.19578845804795386,32334
303000,429,424,147,0.49095091000000013,0.19547527130925035,32334
304000,434,418,148,0.48957184,0.19516230915771487,32334
305000,425,434,141,0.4881947500000001,0.19484957175463102,32334
306000,409,436,155,0.48681963999999994,0.19453705926163017,32334
307000,404,428,168,0.4854465100000001,0.1942247718406932,32334
308000,416,443,141,0.48407535999999995,0.19391270965415108,32334
309000,436,402,162,0.4827061900000001,0.19360087286468702,32334
310000,442,413,145,0.4813389999999999,0.19328926163533677,32334
311000,431,427,142,0.47997379000000007,0.19297787612949074,32334
312000,448,407,145,0.47861055999999996,0.19266671651089473,32334
313000,433,423,144,0.4772493100000001,0.19235578294365147,32334
314000,423,413,164,0.4758900399999999,0.19204507559222178,32334
315000,419,429,152,0.47453275000000006,0.19173459462142617,32334
316000,427,404,169,0.47317743999999995,0.19142434019644566,32334
317000,441,409,150,0.4718241100000001,0.19111431248282368,32334
318000,437,407,156,0.47047275999999993,0.19080451164646678,32334
319000,421,439,140,0.4691233900000001,0.19049493785364657,32334
320000,443,394,163,0.4677759999999999,0.19018559127100043,32334
321000,434,410,156,0.4664305900000001,0.1898764720655336,32334
322000,439,439,122,0.46508715999999994,0.18956758040461974,32334
323000,437,415,148,0.46374571000000003,0.18925891645600296,32334
324000,425,399,176,0.46240623999999997,0.18895048038779855,32334
325000,428,419,153,0.4610687500000001,0.18864227236849518,32334
326000,405,437,158,0.45973323999999993,0.18833429256695533,32334
327000,448,399,153,0.45839971000000007,0.18802654115241751,32334
328000,411,429,160,0.45706815999999995,0.187719018294497,32334
329000,398,441,161,0.45573859000000005,0.1874117241631878,32334
330000,431,413,156,0.4544109999999999,0.18710465892886352,32334
331000,435,429,136,0.45308539000000003,0.1867978227622794,32334
332000,412,447,141,0.4517617599999999,0.186491215834573,32334
333000,430,414,156,0.45044011000000006,0.18618483831726645,32334
334000,425,408,167,0.4491204399999999,0.18587869038226706,32334
335000,445,397,158,0.44780275,0.18557277220186952,32334
336000,433,426,141,0.4464870399999999,0.18526708394875668,32334
337000,450,407,143,0.44517331000000004,0.18496162579600173,32334
338000,423,422,155,0.44386155999999993,0.1846563979170689,32334
339000,427,416,157,0.44255179000000006,0.18435140048581555,32334
340000,432,403,165,0.44124399999999986,0.18404663367649332,32334
341000,391,425,184,0.43993819,0.18374209766374983,32334
342000,403,440,157,0.4386343599999999,0.18343779262262994,32334
343000,398,452,150,0.43733251000000006,0.18313371872857753,32334
344000,405,432,163,0.4360326400000001,0.18282987615743684,32334
345000,389,442,169,0.43473475000000006,0.18252626508545394,32334
346000,439,421,140,0.43343884000000005,0.18222288568927847,32334
347000,420,418,162,0.43214491000000005,0.18191973814596513,32334
348000,390,437,173,0.43085296000000006,0.18161682263297502,32334
349000,414,423,163,0.42956299000000003,0.18131413932817747,32334
350000,406,452,142,0.4282750000000001,0.18101168840985143,32334
351000,399,421,180,0.42698899000000007,0.1807094700566872,32334
352000,386,432,182,0.42570496,0.18040748444778776,32334
353000,412,422,166,0.42442291,0.18010573176267064,32334
354000,418,409,173,0.42314284,0.1798042121812694,32334
355000,431,437,132,0.42186475000000007,0.17950292588393518,32334
356000,434,414,152,0.42058864000000007,0.17920187305143837,32334
357000,420,406,174,0.41931451000000003,0.1789010538649704,32334
358000,401,438,161,0.41804236000000006,0.17860046850614503,32334
359000,405,445,150,0.41677219,0.17830011715700028,32334
360000,430,397,173,0.41550400000000004,0.178,32334
361000,422,407,171,0.41423779,0.17770011721803547,32334
362000,409,410,181,0.41297356,0.17740046899442719,32334
363000,428,400,172,0.41171131,0.17710105551292643,32334
364000,413,405,182,0.41045104000000004,0.17680187695771699,32334
365000,398,452,150,0.40919275,0.176502933513417,32334
366000,433,383,184,0.40793644000000007,0.1762042253650804,32334
367000,399,414,187,0.40668211000000004,0.1759057526981988,32334
368000,405,446,149,0.40542976000000003,0.1756075156987033,32334
369000,415,424,161,0.40417938999999997,0.175309514552966,32334
370000,401,428,171,0.40293100000000004,0.1750117494478019,32334
371000,415,410,175,0.40168459,0.17471422057047065,32334
372000,422,407,171,0.40044016000000004,0.1744169281086782,32334
373000,406,420,174,0.39919771000000004,0.1741198722505788,32334
374000,383,430,187,0.39795724,0.17382305318477653,32334
375000,401,404,195,0.39671875,0.17352647110032732,32334
376000,423,411,166,0.39548224,0.17323012618674055,32334
377000,430,387,183,0.39424771000000003,0.17293401863398106,32334
378000,405,410,185,0.39301516000000003,0.1726381486324708,32334
379000,389,404,207,0.39178459000000004,0.17234251637309084,32334
380000,401,447,152,0.390556,0.1720471220471831,32334
381000,399,432,169,0.38932939,0.17175196584655214,32334
382000,377,454,169,0.38810476,0.17145704796346734,32334
383000,412,415,173,0.38688211,0.1711623685906643,32334
384000,422,420,158,0.38566144,0.17086792792134728,32334
385000,392,438,170,0.38444275,0.17057372614919056,32334
386000,419,416,165,0.38322604,0.17027976346834076,32334
387000,410,412,178,0.38201131,0.16998604007341855,32334
388000,421,379,200,0.38079856,0.1696925561595206,32334
389000,399,385,216,0.37958779,0.16939931192222174,32334
390000,414,405,181,0.37837899999999997,0.1691063075575765,32334
391000,427,379,194,0.37717218999999996,0.16881354326212145,32334
392000,423,394,183,0.37596736,0.168521019232877,32334
393000,420,397,183,0.37476451,0.1682287356673495,32334
394000,429,405,166,0.37356364000000003,0.1679366927635331,32334
395000,401,417,182,0.37236475,0.16764489071991184,32334
396000,418,374,208,0.37116783999999997,0.1673533297354617,32334
397000,415,385,200,0.36997291,0.16706201000965257,32334
398000,394,390,216,0.36877995999999996,0.16677093174245033,32334
399000,411,402,187,0.36758899,0.166480095134319,32334
400000,402,421,177,0.3664,0.1661895003862225,32334
401000,441,400,159,0.36521298999999996,0.1658991476996272,32334
402000,409,423,168,0.36402796,0.1656090372765036,32334
403000,391,413,196,0.36284490999999996,0.1653191693193287,32334
404000,385,443,172,0.36166383999999996,0.16502954403108794,32334
405000,392,440,168,0.36048474999999996,0.1647401616152775,32334
406000,415,397,188,0.35930764,0.1644510222759063,32334
407000,387,409,204,0.35813251,0.16416212621749823,32334
408000,391,396,213,0.3569593600000001,0.1638734736450944,32334
409000,381,417,202,0.35578818999999995,0.163585064764255,32334
410000,366,440,194,0.3546190000000001,0.163296899781062,32334
411000,353,417,230,0.35345179,0.16300897890212085,32334
412000,366,436,198,0.35228656000000014,0.16272130233456322,32334
413000,394,406,200,0.35112330999999997,0.16243387028604858,32334
414000,420,390,190,0.3499620400000001,0.1621466829647672,32334
415000,419,389,192,0.34880274999999994,0.1618597405794417,32334
416000,390,391,219,0.3476454400000001,0.16157304333932998,32334
417000,412,396,192,0.34649010999999996,0.16128659145422686,32334
418000,400,402,198,0.3453367600000001,0.16100038513446702,32334
419000,423,376,201,0.3441853899999999,0.16071442459092672,32334
420000,401,409,190,0.3430360000000001,0.16042871003502668,32334
421000,396,407,197,0.34188858999999994,0.16014324167873395,32334
422000,405,394,201,0.3407431600000001,0.1598580197345647,32334
423000,406,389,205,0.33959971,0.15957304441558606,32334
424000,403,383,214,0.3384582400000001,0.1592883159354192,32334
425000,407,376,217,0.33731874999999995,0.15900383450824102,32334
426000,376,424,200,0.3361812400000001,0.15871960034878718,32334
427000,426,399,175,0.33504570999999994,0.15843561367235398,32334
428000,431,380,189,0.33391216000000007,0.1581518746948013,32334
429000,389,389,222,0.33278059,0.15786838363255473,32334
430000,410,384,206,0.3316510000000001,0.1575851407026082,32334
431000,401,406,193,0.33052339,0.15730214612252635,32334
432000,410,407,183,0.3293977600000001,0.1570194001104473,32334
433000,418,365,217,0.32827410999999995,0.15673690288508468,32334
434000,408,385,207,0.3271524400000001,0.15645465466573083,32334
435000,374,413,213,0.3260327499999999,0.15617265567225866,32334
436000,369,423,208,0.32491504000000004,0.15589090612512485,32334
437000,438,374,188,0.32379930999999995,0.1556094062453719,32334
438000,421,382,197,0.3226855600000001,0.1553281562546312,32334
439000,373,408,219,0.3215737899999999,0.15504715637512517,32334
440000,409,411,180,0.320464,0.15476640682967038,32334
441000,423,384,193,0.31935619,0.15448590784167976,32334
442000,378,421,201,0.31825036000000007,0.1542056596351657,32334
443000,385,407,208,0.31714650999999994,0.15392566243474226,32334
444000,428,389,183,0.3160446400000001,0.1536459164656283,32334
445000,410,364,226,0.31494474999999994,0.1533664219536499,32334
446000,406,395,199,0.31384684000000007,0.15308717912524333,32334
447000,399,424,177,0.31275090999999994,0.15280818820745745,32334
448000,429,358,213,0.31165696000000004,0.15252944942795704,32334
449000,403,347,250,0.31056499,0.15225096301502494,32334
450000,377,406,217,0.30947500000000006,0.15197272919756538,32334
451000,382,409,209,0.3083869899999999,0.15169474820510642,32334
452000,369,421,210,0.30730096000000007,0.15141702026780318,32334
453000,367,410,223,0.30621690999999995,0.15113954561644025,32334
454000,369,394,237,0.3051348400000001,0.15086232448243497,32334
455000,379,400,221,0.30405474999999993,0.15058535709784004,32334
456000,412,387,201,0.30297664,0.15030864369534663,32334
457000,392,383,225,0.3019005099999999,0.15003218450828712,32334
458000,353,399,248,0.30082636,0.14975597977063831,32334
459000,394,361,245,0.2997541899999999,0.1494800297170241,32334
460000,414,404,182,0.298684,0.14920433458271873,32334
461000,391,390,219,0.29761578999999994,0.14892889460364953,32334
462000,405,391,204,0.29654956000000005,0.14865371001640032,32334
463000,375,379,246,0.29548530999999995,0.14837878105821395,32334
464000,343,395,262,0.2944230400000001,0.14810410796699597,32334
465000,363,380,257,0.2933627499999999,0.1478296909813171,32334
466000,383,372,245,0.29230444000000005,0.1475555303404169,32334
467000,425,328,247,0.29124810999999995,0.14728162628420638,32334
468000,370,425,205,0.2901937600000001,0.1470079790532717,32334
469000,401,349,250,0.28914139,0.14673458888887678,32334
470000,445,336,219,0.28809100000000004,0.1464614560329669,32334
471000,396,388,216,0.28704259,0.1461885807281717,32334
472000,322,438,240,0.28599616000000005,0.14591596321780853,32334
473000,393,406,201,0.28495171,0.1456436037458857,32334
474000,404,360,236,0.28390924000000006,0.14537150255710563,32334
475000,372,403,225,0.28286875,0.14509965989686818,32334
476000,409,364,227,0.28183024000000007,0.14482807601127423,32334
477000,386,364,250,0.28079371000000003,0.14455675114712857,32334
478000,360,389,251,0.27975916,0.14428568555194368,32334
479000,381,405,214,0.27872659000000005,0.14401487947394287,32334
480000,415,328,257,0.27769600000000005,0.14374433316206373,32334
481000,406,361,233,0.27666739,0.14347404686596169,32334
482000,420,378,202,0.27564076000000004,0.1432040208360133,32334
483000,401,392,207,0.27461611,0.14293425532331983,32334
484000,344,367,289,0.27359344,0.14266475057971073,32334
